21,8
2,4,0,3
4,8,0,2
7,6,0,3
7,7,0,2
9,3,5,0
10,3,4,0
10,4,1,0
11,1,0,1
11,5,4,0
12,4,0,1
12,7,0,3
13,1,0,1
13,7,0,3
14,5,0,2
14,7,0,2
15,3,0,4
16,3,0,4
17,4,2,0
17,5,2,0
18,4,2,0
18,8,2,0
19,1,4,0
20,1,0,1
20,2,0,3
