12,4
1,1,4,0,3
1,2,2,0,1
1,4,1,0,1
2,4,4,0,4
3,4,3,0,3
4,4,3,0,1
5,4,4,5,0
6,4,4,5,0
7,4,3,4,0
8,4,2,0,1
9,4,1,0,1
10,4,1,1,0
11,4,1,1,0
12,4,1,0,1
